SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
17313,2025050504022247,RADHI,39,17,120,700,"84,000"
17314,2025050504022246,RADHI,39,19,733,700,"513,100"
17315,2025050504022245,RADHI,39,6,413,700,"289,100"
17316,2025050504022244,RADHI,39,38,500,700,"350,000"
17317,2025050504022243,RADHI,39,48,50,700,"35,000"
17318,2025050504022242,RADHI,39,74,360,700,"252,000"
17319,2025050504022241,RADHI,39,18,100,699,"69,900"
17320,2025050501011235,PCBL,22,35,300,233.2,"69,960"
17321,2025050503006181,RLFL,51,45,155,485,"75,175"
17322,2025050503006180,RLFL,51,44,100,485,"48,500"
17323,2025050505008909,NRIC,33,57,300,"1,228","368,400"
17324,2025050504022240,API,65,14,10,302,"3,020"
17325,2025050504022239,AHPC,67,77,400,290,"116,000"
17326,2025050504022238,AHPC,38,77,500,290,"145,000"
17327,2025050504022237,AHPC,29,77,670,290,"194,300"
17328,2025050504022236,AHPC,57,77,500,290,"145,000"
17329,2025050504022235,AHPC,54,77,170,290,"49,300"
17330,2025050504022234,AHPC,98,77,"1,000",290,"290,000"
17331,2025050504022233,AHPC,38,77,200,290,"58,000"
17332,2025050504022232,AHPC,14,77,"1,500",290,"435,000"
17333,2025050504022231,AHPC,68,77,"1,000",290,"290,000"
17334,2025050504022230,AHPC,58,77,20,290,"5,800"
17335,2025050504022229,AHPC,13,77,500,290,"145,000"
17336,2025050504022228,AHPC,57,77,400,290.1,"116,040"
17337,2025050504022227,AHPC,34,77,"1,000",290.6,"290,600"
17338,2025050504022226,AHPC,17,77,"1,000",290.7,"290,700"
17339,2025050504022225,AHPC,17,77,500,290.7,"145,350"
17340,2025050504022224,AHPC,4,77,"1,000",290.8,"290,800"
17341,2025050504022223,AHPC,17,77,500,290.8,"145,400"
17342,2025050504022222,AHPC,67,77,300,290.9,"87,270"
17343,2025050504022221,AHPC,67,77,950,290.9,"276,355"
17344,2025050504022220,AHPC,57,77,"1,100",291.1,"320,210"
17345,2025050504022219,AHPC,57,3,100,291.1,"29,110"
17346,2025050501011234,NMB,4,14,200,233,"46,600"
17347,2025050505008908,BBC,58,43,10,"5,880","58,800"
17348,2025050504022218,AHPC,57,7,300,291.1,"87,330"
17349,2025050501011233,RFPL,40,51,35,556.5,"19,477.50"
17350,2025050501011232,RFPL,32,51,200,556.6,"111,320"
17351,2025050501011231,RFPL,22,51,38,556.7,"21,154.60"
17352,2025050504022217,NGPL,40,98,50,371.1,"18,555"
17353,2025050503006179,MPFL,41,32,400,570.2,"228,080"
17354,2025050503006178,MPFL,54,32,60,570.6,"34,236"
17355,2025050503006177,MPFL,43,32,50,570.6,"28,530"
17356,2025050503006176,MPFL,34,32,10,571,"5,710"
17357,2025050503006175,MPFL,42,32,55,572,"31,460"
17358,2025050501011230,ULHC,42,34,10,478.6,"4,786"
17359,2025050503006174,CFCL,34,50,200,555,"111,000"
17360,2025050504022216,AHPC,58,45,241,291.8,"70,323.80"
17361,2025050504022215,BARUN,58,64,330,556.1,"183,513"
17362,2025050504022214,HURJA,16,58,600,254,"152,400"
17363,2025050505008907,CHDC,34,39,200,"2,548","509,600"
17364,2025050503006173,PROFL,36,36,20,481,"9,620"
17365,2025050504022213,SPDL,11,28,31,387,"11,997"
17366,2025050504022212,SPDL,21,28,240,387,"92,880"
17367,2025050504022211,SPDL,32,28,200,387,"77,400"
17368,2025050504022210,SPDL,22,28,29,387,"11,223"
17369,2025050504022209,SHPC,25,85,500,582,"291,000"
17370,2025050505008906,BBC,77,21,10,"5,805.20","58,052"
17371,2025050504022208,RADHI,39,74,367,700,"256,900"
17372,2025050504022207,RADHI,39,34,33,699.7,"23,090.10"
17373,2025050503006172,GRDBL,49,8,50,"1,205","60,250"
17374,2025050504022206,GHL,58,70,500,258,"129,000"
17375,2025050505008905,VLUCL,65,90,100,642.1,"64,210"
17376,2025050504022205,RADHI,48,34,67,699.7,"46,879.90"
17377,2025050504022204,RADHI,48,29,43,698,"30,014"
17378,2025050501011229,GMLI,29,33,10,"2,397.90","23,979"
17379,2025050503006171,RLFL,51,38,50,484,"24,200"
17380,2025050503006170,RLFL,51,58,550,484,"266,200"
17381,2025050503006169,RLFL,51,42,100,484,"48,400"
17382,2025050503006168,ALBSL,1,58,11,792.1,"8,713.10"
17383,2025050501011228,HIDCLP,51,49,525,214.6,"112,665"
17384,2025050501011227,HIDCLP,54,49,700,214.6,"150,220"
17385,2025050501011226,HIDCLP,28,49,100,214.9,"21,490"
17386,2025050501011225,HIDCLP,81,49,20,214.9,"4,298"
17387,2025050501011224,HIDCLP,19,49,20,215,"4,300"
17388,2025050501011223,HIDCLP,52,49,625,215.2,"134,500"
17389,2025050501011222,HIDCLP,42,49,10,215.2,"2,152"
17390,2025050504022203,LEC,28,40,500,217,"108,500"
17391,2025050503006167,CFCL,16,45,10,560,"5,600"
17392,2025050501011221,SPC,26,37,399,536,"213,864"
17393,2025050504022202,NGPL,28,43,10,371.2,"3,712"
17394,2025050504022201,AKJCL,41,56,630,208.1,"131,103"
17395,2025050504022200,AKJCL,52,56,70,208.2,"14,574"
17396,2025050504022199,AKJCL,8,56,200,208.3,"41,660"
17397,2025050504022198,AKJCL,34,56,100,208.4,"20,840"
17398,2025050505008904,VLUCL,49,36,345,645,"222,525"
17399,2025050501011220,USHEC,14,53,40,539,"21,560"
17400,2025050501011219,SARBTM,60,18,250,875,"218,750"
17401,2025050501011218,SARBTM,95,18,350,875,"306,250"
17402,2025050501011217,RFPL,42,51,10,557,"5,570"
17403,2025050501011216,RFPL,49,51,50,557,"27,850"
17404,2025050504022197,NGPL,18,32,31,371,"11,501"
17405,2025050504022196,SHPC,45,85,400,582,"232,800"
17406,2025050504022195,SHPC,50,85,36,582,"20,952"
17407,2025050504022194,BARUN,48,58,170,556.5,"94,605"
17408,2025050503006166,SFCL,58,34,10,482.1,"4,821"
17409,2025050505008903,ILI,49,25,13,452,"5,876"
17410,2025050504022193,NGPL,32,43,17,371.2,"6,310.40"
17411,2025050504022192,NGPL,32,16,400,371.2,"148,480"
17412,2025050504022191,NGPL,32,64,500,371.2,"185,600"
17413,2025050504022190,NGPL,32,42,83,371.2,"30,809.60"
17414,2025050504022189,NHPC,52,46,50,225.2,"11,260"
17415,2025050504022188,NGPL,18,46,25,371,"9,275"
17416,2025050504022187,RIDI,45,38,200,257,"51,400"
17417,2025050503006165,SIFC,45,68,81,503,"40,743"
17418,2025050503006164,SIFC,45,11,19,503,"9,557"
17419,2025050504022186,AKPL,22,49,100,245.3,"24,530"
17420,2025050501011215,SARBTM,95,43,100,875,"87,500"
17421,2025050504022185,RADHI,48,74,273,700,"191,100"
17422,2025050504022184,RADHI,48,58,20,700,"14,000"
17423,2025050504022183,RADHI,48,16,100,700,"70,000"
17424,2025050504022182,RADHI,48,22,100,699.9,"69,990"
17425,2025050504022181,RADHI,48,16,"3,000",699.9,"2,099,700"
17426,2025050504022180,RADHI,48,39,50,699.9,"34,995"
17427,2025050504022179,RADHI,48,16,434,699.8,"303,713.20"
17428,2025050504022178,RADHI,48,16,23,699,"16,077"
17429,2025050503006163,MLBBL,42,7,275,"1,420","390,500"
17430,2025050503006162,GBLBS,52,48,90,796.9,"71,721"
17431,2025050503006161,GBLBS,52,22,30,796,"23,880"
17432,2025050504022177,NGPL,18,35,100,371,"37,100"
17433,2025050501011214,LSL,58,46,10,210,"2,100"
17434,2025050501011213,LSL,58,41,20,209,"4,180"
17435,2025050501011212,LSL,58,41,200,209,"41,800"
17436,2025050503006160,PROFL,34,45,10,483,"4,830"
17437,2025050503006159,PROFL,34,49,490,483,"236,670"
17438,2025050504022176,SHEL,55,58,"1,000",266.1,"266,100"
17439,2025050504022175,SHEL,54,58,250,266.2,"66,550"
17440,2025050501011211,CKHL,8,58,100,684,"68,400"
17441,2025050504022174,NGPL,18,58,75,371,"27,825"
17442,2025050501011210,NBL,44,44,10,245.8,"2,458"
17443,2025050504022173,NGPL,26,17,10,370.8,"3,708"
17444,2025050503006158,PROFL,17,49,10,483,"4,830"
17445,2025050501011209,ADBL,17,32,50,280.9,"14,045"
17446,2025050504022172,UPCL,91,16,280,377.5,"105,700"
17447,2025050504022171,UPCL,58,16,720,378,"272,160"
17448,2025050503006157,GRDBL,49,7,150,"1,204","180,600"
17449,2025050501011208,BHL,28,44,100,219.7,"21,970"
17450,2025050504022170,UPCL,58,8,10,378,"3,780"
17451,2025050504022169,UPCL,58,45,20,378,"7,560"
17452,2025050504022168,UPCL,58,13,200,378,"75,600"
17453,2025050504022167,UPCL,58,38,200,378,"75,600"
17454,2025050501011207,USHEC,42,53,10,539,"5,390"
17455,2025050503006156,SAPDBL,38,20,60,909.8,"54,588"
17456,2025050503006155,PFL,59,43,40,394.1,"15,764"
17457,2025050504022166,RIDI,45,66,800,257,"205,600"
17458,2025050504022165,RIDI,43,66,200,258,"51,600"
17459,2025050505008902,NRIC,51,39,64,"1,230","78,720"
17460,2025050505008901,NRIC,56,39,500,"1,230","615,000"
17461,2025050505008900,NRIC,51,39,10,"1,231","12,310"
17462,2025050505008899,NRIC,39,39,84,"1,231.10","103,412.40"
17463,2025050501011206,PPL,55,63,490,471,"230,790"
17464,2025050503006154,SINDU,58,72,225,960,"216,000"
17465,2025050504022164,PMHPL,57,10,200,309,"61,800"
17466,2025050505008898,HIDCL,57,32,495,306,"151,470"
17467,2025050505008897,HIDCL,58,32,50,306,"15,300"
17468,2025050505008896,HIDCL,81,32,455,306,"139,230"
17469,2025050504022163,NGPL,28,58,10,371,"3,710"
17470,2025050505008895,RNLI,17,44,150,506,"75,900"
17471,2025050501011205,PCBL,22,33,175,233.2,"40,810"
17472,2025050503006153,DDBL,32,59,13,771,"10,023"
17473,2025050503006152,DDBL,51,59,50,771,"38,550"
17474,2025050503006151,DDBL,46,59,49,771,"37,779"
17475,2025050501011204,SGHC,51,6,10,454,"4,540"
17476,2025050504022162,NGPL,45,58,15,371,"5,565"
17477,2025050504022161,NGPL,45,48,100,371,"37,100"
17478,2025050504022160,NGPL,45,16,285,371,"105,735"
17479,2025050504022159,NHPC,22,63,500,225.3,"112,650"
17480,2025050504022158,SHEL,58,58,365,266.3,"97,199.50"
17481,2025050503006150,NLIC,53,25,50,757,"37,850"
17482,2025050503006149,NLIC,53,38,193,757,"146,101"
17483,2025050503006148,NLIC,53,47,57,757,"43,149"
17484,2025050504022157,HDHPC,48,91,361,202.1,"72,958.10"
17485,2025050504022156,RADHI,39,16,"1,400",699.8,"979,720"
17486,2025050501011203,LSL,25,57,10,208,"2,080"
17487,2025050504022155,HURJA,16,34,400,254,"101,600"
17488,2025050504022154,HURJA,33,34,100,254,"25,400"
17489,2025050504022153,HURJA,45,34,500,254.1,"127,050"
17490,2025050504022152,AHPC,58,46,100,291,"29,100"
17491,2025050505008894,CIT,14,55,63,"1,929","121,527"
17492,2025050504022151,NGPL,57,16,20,371,"7,420"
17493,2025050505008893,HIDCL,48,21,1,300.9,300.9
17494,2025050505008892,NIFRA,47,6,100,290,"29,000"
17495,2025050505008891,NIFRA,26,6,48,290,"13,920"
17496,2025050504022150,NGPL,3,16,695,371,"257,845"
17497,2025050504022149,NGPL,3,16,305,371,"113,155"
17498,2025050505008890,HDL,42,57,10,"1,180","11,800"
17499,2025050501011202,BEDC,58,38,100,723,"72,300"
17500,2025050501011201,BEDC,32,38,90,723,"65,070"
17501,2025050501011200,BEDC,55,38,50,723,"36,150"
17502,2025050501011199,BEDC,19,38,200,723,"144,600"
17503,2025050501011198,BEDC,42,38,100,723,"72,300"
17504,2025050501011197,BEDC,42,38,40,723.1,"28,924"
17505,2025050505008889,NIFRA,26,26,218,290,"63,220"
17506,2025050504022148,MEN,45,39,100,565.5,"56,550"
17507,2025050504022147,MEN,45,39,50,565.6,"28,280"
17508,2025050504022146,MEN,55,39,50,566.2,"28,310"
17509,2025050504022145,SHEL,65,58,200,266.3,"53,260"
17510,2025050505008888,SONA,42,58,10,458,"4,580"
17511,2025050505008887,RNLI,57,44,32,506,"16,192"
17512,2025050503006147,DDBL,51,59,40,771.1,"30,844"
17513,2025050504022144,HURJA,56,29,400,255,"102,000"
17514,2025050503006146,EDBL,64,48,50,580,"29,000"
17515,2025050504022143,RADHI,48,16,166,699.8,"116,166.80"
17516,2025050504022142,RADHI,48,49,250,699.7,"174,925"
17517,2025050504022141,RADHI,48,42,60,699.7,"41,982"
17518,2025050504022140,RADHI,48,41,"2,241",699.5,"1,567,579.50"
17519,2025050504022139,RADHI,48,62,50,699.5,"34,975"
17520,2025050504022138,RADHI,48,42,266,699.5,"186,067"
17521,2025050504022137,RADHI,48,14,100,699.5,"69,950"
17522,2025050504022136,RADHI,48,14,700,699.5,"489,650"
17523,2025050504022135,RADHI,48,17,60,699.5,"41,970"
17524,2025050504022134,RADHI,48,7,116,699.3,"81,118.80"
17525,2025050504022133,RADHI,48,21,354,699.3,"247,552.20"
17526,2025050504022132,RADHI,48,52,100,699,"69,900"
17527,2025050504022131,RADHI,48,33,47,699,"32,853"
17528,2025050504022130,RADHI,48,55,490,699,"342,510"
17529,2025050501011196,JBLB,34,44,41,"1,285","52,685"
17530,2025050505008886,NIFRA,26,44,200,290,"58,000"
17531,2025050505008885,CHDC,36,17,20,"2,558.50","51,170"
17532,2025050504022129,NGPL,42,39,876,370,"324,120"
17533,2025050504022128,NGPL,4,39,124,370,"45,880"
17534,2025050504022127,NGPL,50,16,195,371,"72,345"
17535,2025050504022126,NGPL,50,29,500,371,"185,500"
17536,2025050504022125,NGPL,50,28,10,371,"3,710"
17537,2025050504022124,NGPL,50,21,250,371,"92,750"
17538,2025050504022123,NGPL,50,92,200,371,"74,200"
17539,2025050504022122,NGPL,50,16,"3,000",371,"1,113,000"
17540,2025050504022121,NGPL,50,43,"5,000",371,"1,855,000"
17541,2025050504022120,NGPL,50,25,50,371,"18,550"
17542,2025050504022119,NGPL,50,48,205,371,"76,055"
17543,2025050504022118,NGPL,50,42,"5,000",370.9,"1,854,500"
17544,2025050504022117,NGPL,50,44,590,370.8,"218,772"
17545,2025050504022116,GHL,22,70,500,258,"129,000"
17546,2025050504022115,SPDL,72,91,500,387,"193,500"
17547,2025050505008884,MBJC,38,39,100,318,"31,800"
17548,2025050501011195,RHGCL,42,70,130,504,"65,520"
17549,2025050504022114,RADHI,39,52,125,698,"87,250"
17550,2025050501011194,RHGCL,42,40,50,504,"25,200"
17551,2025050501011193,NMIC,53,58,10,"1,678.70","16,787"
17552,2025050505008883,NIFRA,26,42,270,290,"78,300"
17553,2025050505008882,NIFRA,26,55,100,290,"29,000"
17554,2025050503006145,BFC,32,88,500,474,"237,000"
17555,2025050504022113,UPCL,17,40,100,378,"37,800"
17556,2025050501011192,GBIME,42,33,13,216,"2,808"
17557,2025050504022112,NGPL,37,44,410,370.8,"152,028"
17558,2025050504022111,NGPL,37,10,90,370.5,"33,345"
17559,2025050503006144,MNBBL,25,44,60,353.9,"21,234"
17560,2025050505008881,STC,58,48,11,"5,100","56,100"
17561,2025050505008880,STC,58,57,40,"5,100","204,000"
17562,2025050505008879,NIFRA,26,75,100,290,"29,000"
17563,2025050505008878,NIFRA,26,34,64,290,"18,560"
17564,2025050501011191,TAMOR,10,34,10,501.5,"5,015"
17565,2025050505008877,MEL,51,62,10,305.2,"3,052"
17566,2025050504022110,AHPC,58,95,50,291,"14,550"
17567,2025050504022109,HURJA,56,34,"1,600",255,"408,000"
17568,2025050504022108,HURJA,48,34,400,255.2,"102,080"
17569,2025050503006143,DDBL,42,59,10,771.5,"7,715"
17570,2025050504022107,AHPC,58,70,609,291,"177,219"
17571,2025050504022106,AHPC,33,70,500,291,"145,500"
17572,2025050503006142,CFCL,56,28,10,552.1,"5,521"
17573,2025050504022105,SHEL,54,58,250,266.2,"66,550"
17574,2025050505008876,CIT,65,55,100,"1,929","192,900"
17575,2025050503006141,HLI,38,48,15,412,"6,180"
17576,2025050503006140,HLI,22,48,242,412,"99,704"
17577,2025050503006139,HLI,50,48,"1,000",412,"412,000"
17578,2025050503006138,HLI,17,48,40,412,"16,480"
17579,2025050503006137,HLI,59,48,52,412,"21,424"
17580,2025050503006136,HLI,45,48,50,412.2,"20,610"
17581,2025050503006135,HLI,94,48,90,412.2,"37,098"
17582,2025050503006134,HLI,45,48,500,412.5,"206,250"
17583,2025050503006133,HLI,41,48,200,412.7,"82,540"
17584,2025050503006132,HLI,57,48,732,412.8,"302,169.60"
17585,2025050505008875,HRL,49,39,147,977.1,"143,633.70"
17586,2025050505008874,HRL,45,39,180,977.3,"175,914"
17587,2025050505008873,HRL,45,39,10,977.5,"9,775"
17588,2025050505008872,HRL,33,39,200,979,"195,800"
17589,2025050505008871,HRL,33,39,103,979,"100,837"
17590,2025050505008870,HRL,6,39,300,980,"294,000"
17591,2025050505008869,HRL,57,39,40,980,"39,200"
17592,2025050505008868,HRL,57,39,10,980.5,"9,805"
17593,2025050504022104,AKJCL,49,51,100,208.5,"20,850"
17594,2025050503006131,RSDC,14,65,20,655,"13,100"
17595,2025050505008867,NTC,38,78,40,877.9,"35,116"
17596,2025050504022103,SPDL,14,81,39,388.9,"15,167.10"
17597,2025050504022102,NGPL,28,10,10,370.5,"3,705"
17598,2025050505008866,SMJC,48,49,10,524.9,"5,249"
17599,2025050505008865,NIFRA,29,82,936,290.1,"271,533.60"
17600,2025050504022101,NGPL,4,25,200,370,"74,000"
17601,2025050503006130,EDBL,58,48,30,580,"17,400"
17602,2025050501011190,RHGCL,42,6,10,504,"5,040"
17603,2025050501011189,RHGCL,42,58,10,503.5,"5,035"
17604,2025050505008864,NRM,41,57,100,462,"46,200"
17605,2025050505008863,HIDCL,81,45,"9,545",306,"2,920,770"
17606,2025050505008862,HIDCL,58,45,20,306,"6,120"
17607,2025050505008861,HIDCL,45,45,50,306,"15,300"
17608,2025050505008860,HIDCL,47,45,40,306,"12,240"
17609,2025050505008859,HIDCL,87,45,210,307,"64,470"
17610,2025050505008858,HIDCL,4,45,50,307,"15,350"
17611,2025050505008857,HIDCL,3,45,85,307,"26,095"
17612,2025050504022100,UPCL,62,53,29,377.1,"10,935.90"
17613,2025050504022099,UPCL,17,53,150,377.2,"56,580"
17614,2025050504022098,UPCL,99,53,21,378,"7,938"
17615,2025050503006129,SADBL,32,16,289,389,"112,421"
17616,2025050503006128,SADBL,32,57,20,389,"7,780"
17617,2025050504022097,SHPC,80,55,10,582.9,"5,829"
17618,2025050504022096,SHPC,80,45,40,582.9,"23,316"
17619,2025050501011188,JBLB,45,6,13,"1,283.20","16,681.60"
17620,2025050501011187,RHGCL,49,40,10,503.1,"5,031"
17621,2025050504022095,HPPL,25,58,200,581.3,"116,260"
17622,2025050503006127,SLBSL,39,14,76,"1,480","112,480"
17623,2025050503006126,SLBSL,22,14,54,"1,480","79,920"
17624,2025050501011186,NABIL,87,48,200,477.2,"95,440"
17625,2025050501011185,USHEC,26,77,708,539.9,"382,249.20"
17626,2025050501011184,USHEC,26,77,282,539.9,"152,251.80"
17627,2025050501011183,USHEC,26,77,10,539.8,"5,398"
17628,2025050504022094,RIDI,22,50,958,256.3,"245,535.40"
17629,2025050504022093,RIDI,35,50,500,256.3,"128,150"
17630,2025050504022092,RIDI,16,50,"1,000",256.4,"256,400"
17631,2025050504022091,RIDI,94,50,700,256.5,"179,550"
17632,2025050504022090,RIDI,62,50,100,256.6,"25,660"
17633,2025050504022089,RIDI,43,50,200,257,"51,400"
17634,2025050504022088,RIDI,83,50,"1,000",257,"257,000"
17635,2025050504022087,RIDI,33,50,500,257,"128,500"
17636,2025050504022086,RIDI,42,50,200,257,"51,400"
17637,2025050504022085,RIDI,47,50,500,257,"128,500"
17638,2025050504022084,RIDI,14,50,"1,000",257.1,"257,100"
17639,2025050504022083,RIDI,38,50,50,257.1,"12,855"
17640,2025050504022082,RIDI,25,50,200,257.1,"51,420"
17641,2025050504022081,RIDI,57,50,200,257.8,"51,560"
17642,2025050504022080,RIDI,78,50,200,258,"51,600"
17643,2025050504022079,RIDI,13,50,"2,000",258,"516,000"
17644,2025050504022078,RIDI,44,50,250,258,"64,500"
17645,2025050504022077,RIDI,33,50,66,258,"17,028"
17646,2025050504022076,RIDI,59,50,260,258.1,"67,106"
17647,2025050504022075,RIDI,43,50,116,258.2,"29,951.20"
17648,2025050505008856,HRL,3,35,50,981,"49,050"
17649,2025050503006125,NFS,13,48,50,613,"30,650"
17650,2025050503006124,CFCL,25,56,490,562,"275,380"
17651,2025050505008855,RNLI,58,44,69,506,"34,914"
17652,2025050505008854,RNLI,58,58,11,506,"5,566"
17653,2025050505008853,RNLI,58,57,10,506,"5,060"
17654,2025050505008852,RNLI,58,45,10,506,"5,060"
17655,2025050504022074,RADHI,72,52,500,698,"349,000"
17656,2025050504022073,RADHI,60,52,30,698,"20,940"
17657,2025050504022072,RADHI,34,52,345,698,"240,810"
17658,2025050501011182,TVCL,82,21,230,509.5,"117,185"
17659,2025050501011181,TVCL,51,21,10,509.5,"5,095"
17660,2025050501011180,TVCL,48,21,160,510,"81,600"
17661,2025050501011179,TVCL,48,21,100,510.1,"51,010"
17662,2025050504022071,UPCL,99,33,330,378,"124,740"
17663,2025050504022070,UPCL,99,45,50,378,"18,900"
17664,2025050501011178,SBL,21,42,19,266,"5,054"
17665,2025050501011177,SBL,21,16,118,265.9,"31,376.20"
17666,2025050503006123,MDB,55,13,300,598,"179,400"
17667,2025050503006122,MDB,26,13,250,598,"149,500"
17668,2025050503006121,MDB,34,13,50,598,"29,900"
17669,2025050503006120,MDB,32,13,50,598,"29,900"
17670,2025050503006119,MDB,33,13,60,598,"35,880"
17671,2025050503006118,MDB,21,13,500,598.1,"299,050"
17672,2025050503006117,MDB,57,13,50,598.5,"29,925"
17673,2025050503006116,MDB,14,13,121,598.6,"72,430.60"
17674,2025050504022069,LEC,19,85,"1,080",217,"234,360"
17675,2025050504022068,RADHI,48,55,10,699,"6,990"
17676,2025050504022067,NGPL,4,41,500,370,"185,000"
17677,2025050504022066,NGPL,4,33,476,370,"176,120"
17678,2025050501011176,SCB,42,46,50,601.2,"30,060"
17679,2025050505008851,HDL,57,52,6,"1,156.40","6,938.40"
17680,2025050503006115,CFCL,25,32,50,562,"28,100"
17681,2025050503006114,CFCL,25,25,100,558.9,"55,890"
17682,2025050503006113,CFCL,25,50,10,558,"5,580"
17683,2025050503006112,CFCL,25,56,450,558,"251,100"
17684,2025050501011175,NABIL,58,45,60,477.5,"28,650"
17685,2025050503006111,CFCL,33,56,500,558,"279,000"
17686,2025050504022065,NGPL,35,33,400,370,"148,000"
17687,2025050504022064,RIDI,53,65,"1,280",259,"331,520"
17688,2025050505008850,SONA,44,4,10,456,"4,560"
17689,2025050501011174,SRLI,47,6,24,403.2,"9,676.80"
17690,2025050505008849,NRIC,66,64,20,"1,232","24,640"
17691,2025050504022063,SPDL,14,32,200,387.1,"77,420"
17692,2025050504022062,NGPL,28,33,10,370,"3,700"
17693,2025050504022061,NGPL,62,33,49,370,"18,130"
17694,2025050503006110,MLBL,54,52,217,368.7,"80,007.90"
17695,2025050503006109,MLBL,54,40,45,368.6,"16,587"
17696,2025050501011173,SIGS3,57,38,100,10.29,"1,029"
17697,2025050503006108,GMFIL,45,67,112,470,"52,640"
17698,2025050503006107,GMFIL,45,72,75,470,"35,250"
17699,2025050504022060,NGPL,42,33,500,370,"185,000"
17700,2025050504022059,SHEL,17,58,100,266.2,"26,620"
17701,2025050504022058,NGPL,48,33,250,370,"92,500"
17702,2025050504022057,NGPL,85,33,"1,000",370,"370,000"
17703,2025050504022056,NGPL,62,33,15,370,"5,550"
17704,2025050504022055,NGPL,58,33,300,370,"111,000"
17705,2025050504022054,UPCL,99,33,69,378,"26,082"
17706,2025050504022053,UPCL,99,45,30,378,"11,340"
17707,2025050504022052,SHEL,54,58,20,266.3,"5,326"
17708,2025050504022051,SHPC,25,45,460,582.9,"268,134"
17709,2025050504022050,SHPC,25,85,40,582.8,"23,312"
